sub_ID_niak,fold_0,fold_1,fold_2,fold_3,fold_4
STJ82498,1.0,0.0,0.0,0.0,0.0
STJ82499,1.0,0.0,0.0,0.0,0.0
STJ82501,0.0,0.0,1.0,0.0,0.0
STJ82633,0.0,1.0,0.0,0.0,0.0
STJ82634,0.0,1.0,0.0,0.0,0.0
STJ82635,0.0,1.0,0.0,0.0,0.0
STJ82637,0.0,0.0,1.0,0.0,0.0
STJ82677,0.0,0.0,1.0,0.0,0.0
STJ82711,0.0,0.0,0.0,0.0,1.0
STJ82722,0.0,0.0,1.0,0.0,0.0
STJ82731,0.0,0.0,0.0,1.0,0.0
STJ82739,1.0,0.0,0.0,0.0,0.0
STJ82740,0.0,1.0,0.0,0.0,0.0
STJ82741,0.0,0.0,0.0,0.0,1.0
STJ82762,0.0,0.0,0.0,1.0,0.0
STJ82763,0.0,0.0,0.0,1.0,0.0
STJ82765,0.0,0.0,1.0,0.0,0.0
STJ82785,0.0,1.0,0.0,0.0,0.0
STJ82793,0.0,0.0,0.0,1.0,0.0
STJ82806,0.0,0.0,0.0,0.0,1.0
STJ82808,0.0,0.0,1.0,0.0,0.0
STJ82855,1.0,0.0,0.0,0.0,0.0
STJ82861,0.0,0.0,0.0,0.0,1.0
STJ82890,0.0,0.0,0.0,1.0,0.0
STJ82891,0.0,0.0,0.0,1.0,0.0
STJ82892,0.0,1.0,0.0,0.0,0.0
STJ82893,0.0,0.0,0.0,0.0,1.0
STJ82899,0.0,0.0,0.0,0.0,1.0
STJ82909,1.0,0.0,0.0,0.0,0.0
STJ82910,0.0,1.0,0.0,0.0,0.0
STJ82911,0.0,0.0,1.0,0.0,0.0
STJ82933,0.0,0.0,1.0,0.0,0.0
STJ82938,1.0,0.0,0.0,0.0,0.0
STJ82951,1.0,0.0,0.0,0.0,0.0
STJ82983,0.0,0.0,0.0,1.0,0.0
STJ83002,0.0,0.0,0.0,0.0,1.0
STJ83019,0.0,1.0,0.0,0.0,0.0
STJ83054,1.0,0.0,0.0,0.0,0.0
STJ83057,0.0,0.0,0.0,1.0,0.0
