sub_ID_niak,fold_0,fold_1,fold_2,fold_3,fold_4
s50433,0.0,0.0,0.0,1.0,0.0
s50434,1.0,0.0,0.0,0.0,0.0
s50435,0.0,1.0,0.0,0.0,0.0
s50437,0.0,0.0,0.0,1.0,0.0
s50438,0.0,1.0,0.0,0.0,0.0
s50440,0.0,1.0,0.0,0.0,0.0
s50441,1.0,0.0,0.0,0.0,0.0
s50442,0.0,0.0,0.0,0.0,1.0
s50443,0.0,0.0,1.0,0.0,0.0
s50444,0.0,0.0,0.0,1.0,0.0
s50447,0.0,0.0,0.0,0.0,1.0
s50449,1.0,0.0,0.0,0.0,0.0
s50450,0.0,0.0,0.0,0.0,1.0
s50451,0.0,0.0,1.0,0.0,0.0
s50452,0.0,0.0,0.0,1.0,0.0
s50453,0.0,0.0,0.0,0.0,1.0
s50454,0.0,1.0,0.0,0.0,0.0
s50455,0.0,0.0,0.0,1.0,0.0
s50456,0.0,1.0,0.0,0.0,0.0
s50459,0.0,0.0,0.0,0.0,1.0
s50460,0.0,0.0,1.0,0.0,0.0
s50461,0.0,0.0,0.0,0.0,1.0
s50465,0.0,0.0,1.0,0.0,0.0
s50466,0.0,0.0,0.0,1.0,0.0
s50467,0.0,0.0,1.0,0.0,0.0
s50469,1.0,0.0,0.0,0.0,0.0
s50470,1.0,0.0,0.0,0.0,0.0
s50471,0.0,0.0,1.0,0.0,0.0
s50472,1.0,0.0,0.0,0.0,0.0
s50474,0.0,1.0,0.0,0.0,0.0
