sub_ID_niak,fold_0,fold_1,fold_2,fold_3,fold_4
080512-2xcontrol,1.0,0.0,0.0,0.0,0.0
sub1077674,0.0,1.0,0.0,0.0,0.0
sub1120792,1.0,0.0,0.0,0.0,0.0
sub1306346,0.0,0.0,0.0,1.0,0.0
sub1391750,0.0,0.0,0.0,0.0,1.0
sub1424650,0.0,0.0,1.0,0.0,0.0
sub1958038,0.0,0.0,0.0,1.0,0.0
sub2255682,0.0,1.0,0.0,0.0,0.0
sub2291122,0.0,0.0,1.0,0.0,0.0
sub2575800,0.0,1.0,0.0,0.0,0.0
sub2770256,0.0,0.0,1.0,0.0,0.0
sub2773585,0.0,1.0,0.0,0.0,0.0
sub2780669,0.0,0.0,0.0,1.0,0.0
sub2830324,0.0,0.0,0.0,0.0,1.0
300914-51x1q21x1dup,0.0,1.0,0.0,0.0,0.0
sub3473579,0.0,0.0,0.0,0.0,1.0
sub3502623,0.0,0.0,1.0,0.0,0.0
sub3879679,0.0,1.0,0.0,0.0,0.0
sub3929512,1.0,0.0,0.0,0.0,0.0
sub4056479,0.0,0.0,1.0,0.0,0.0
sub4226439,1.0,0.0,0.0,0.0,0.0
sub4389528,0.0,0.0,0.0,0.0,1.0
sub4439498,0.0,0.0,0.0,1.0,0.0
sub4722517,1.0,0.0,0.0,0.0,0.0
5070840xsub,0.0,0.0,0.0,0.0,1.0
5292967xsub,0.0,0.0,1.0,0.0,0.0
5714497xsub,1.0,0.0,0.0,0.0,0.0
5973363xsub,0.0,0.0,0.0,1.0,0.0
STJ82742,0.0,0.0,0.0,1.0,0.0
STJ82762,0.0,0.0,0.0,0.0,1.0
s14813xx9xFCAP1,0.0,0.0,1.0,0.0,0.0
s14856xx1xFCAP1,1.0,0.0,0.0,0.0,0.0
s14862xx7xFCAP1,0.0,1.0,0.0,0.0,0.0
s14909xx13xFCAP1,0.0,0.0,1.0,0.0,0.0
s14909xx14xFCAP1,1.0,0.0,0.0,0.0,0.0
s14927xx3xFCAP1,0.0,1.0,0.0,0.0,0.0
s14962xx1xFCAP1,0.0,0.0,0.0,0.0,1.0
s14972xx1xFCAP1,0.0,0.0,0.0,1.0,0.0
